class_index,review_text
2,a familiar road
3,to accomplish what few sequels can
2,for sports aficionados
2,quit
2,situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation
3,Does point the way for adventurous Indian filmmakers toward a crossover into nonethnic markets .
2,oral
2,and psychological barriers
1,leave the theater
3,with his talent
2,State Property
2,adhering
2,with emotional outbursts
3,fresh and vital
3,arty and jazzy
2,camera moves
2,a good idea that was followed by the bad idea
3,Works because we 're never sure if Ohlinger 's on the level or merely
2,big-budget
2,to be truly prurient .
2,past and uncertain
2,computerized
2,most of the rest of `` Dragonfly
1,demonstrate that his pathology evolved from human impulses that grew hideously twisted
3,An enjoyable feel-good family comedy
3,much humor
1,little to be learned from watching ` Comedian '
2,inspirational tidings
1,check your pulse .
2,the radar screen
0,have not been this disappointed by a movie in a long time
2,iteration
0,audience falls asleep
2,'s hardly a necessary enterprise
3,perfectly happy with the sloppy slapstick comedy
2,usually are
2,It 's Young Guns
1,may be the first cartoon ever to look as if it were being shown on the projection television screen of a sports bar .
1,The holes in this film
2,give many ministers and Bible-study groups hours of material to discuss .
1,you 'd be wise to send your regrets
2,something not entirely convincing about The Quiet American
2,a movie that is dark
4,all great films about a life you never knew existed
2,strands
1,American and
2,across the country
2,jagged
2,Blair Witch Project real-time roots
2,Asian perspective
2,is n't it
3,a charm
2,At just over an hour
2,cryin '
4,it could become a historically significant work as well as a masterfully made one
2,encounter in a place
2,with a degree of affection rather than revulsion
2,Cattaneo
2,Jackie Chan in it
3,David and
3,'s well worth
2,stubborn
1,dangers
2,strut
2,small moments
1,is no foundation for it
2,the present
0,... overly melodramatic ...
4,wonderfully speculative
2,ever-watchful gaze
3,is the picture of health with boundless energy
2,non-techies
2,by a major film studio
2,this movie is 90 minutes long
3,-LRB- Garbus -RRB-
2,war 's madness
2,Fans of Plympton 's shorts
4,what can easily be considered career-best performances
3,Cannon 's confidence and
2,place most of the psychological and philosophical material in italics rather than
4,An immensely entertaining look at some of the unsung heroes of 20th century pop music .
2,inevitable Hollywood remake
1,demanding than it needs to be
2,realistically if not always fairly
2,recent movies
3,more enjoyable than its predecessor .
4,to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love
2,poet and
2,to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon
3,truly enjoyed most of Mostly Martha while I ne
2,tremble
3,already relayed by superb
2,on the rez
2,it work more than it probably should
2,it made him feel powerful
4,devastatingly powerful and astonishingly vivid Holocaust drama .
2,mystification
3,good line
2,with references to Norwegian folktales
1,robotically
2,'s most enabling victim ... and an ebullient affection for industrial-model meat freezers
1,The hackneyed story
2,catalog every bodily fluids gag in There 's Something
2,the possibility of creating a more darkly edged tome
2,the basic plot
2,coming down off of Miramax 's deep shelves
2,Cheech and
2,Bearable
1,An entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots .
3,slightly wised-up kids
2,strenuously unconventional
3,ca n't go wrong
2,of a lifestyle
2,salvage
1,A bit too eager to please
2,blend together
3,deals with first love sweetly
1,without merit
3,there 's a clarity of purpose and even-handedness to the film 's direction
2,creation
2,does not do them justice
1,Thin period piece
2,joy and
2,guiltless film
1,this listless feature
2,has rarely
3,to affirm love 's power to help people endure almost unimaginable horror
3,are The Greatest Musicians of All Time .
2,York gang lore
2,New Zealand
2,main problem
2,instinct
2,final two
3,Dogtown & Z-Boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of James Dean .
2,profanity
4,its charming quirks
2,on political correctness and suburban families
1,no chemistry or
2,a visceral sense of its characters ' lives and
2,its ten-year-old female protagonist and
2,Like Kubrick
1,Parents beware ; this is downright movie penance .
2,to watch Robert DeNiro belt out `` When you 're a Jet
1,'s hard to imagine acting that could be any flatter
1,tediously
2,crucial
3,still charming
3,courageous Scottish lady
2,The message of the movie
2,the film 's reach
4,what makes it transporting is that it 's also one of the smartest
3,an inspired portrait of male-ridden angst and
3,enough sweet and
3,you might be seduced .
2,agendas
2,flick for guys .
2,a wartime farce in the alternately comic
4,is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph .
2,Pixar
1,Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .
3,get under the skin
0,The most horrific movie experience I 've had since `` Ca n't Stop The Music . ''
2,this unknown slice
2,the picture 's moral schizophrenia
2,on many people
2,in The Philadelphia Story
1,wo n't be remembered as one of -LRB- Witherspoon 's -RRB- better films
1,just a little bit too precious at the start and a little too familiar at the end
2,conspicuously missing from the Girls ' big-screen blowout
2,-- the gangster\/crime comedy --
2,had begun to bronze
4,compelling storyline
2,Twilight
2,a one liner
1,unusual but unfortunately also irritating
2,'s worth
2,a rambling examination
2,of being what the English call ` too clever by half
2,watch middle-age
2,than it does cathartic truth telling
3,the funniest moments
2,any film
3,a major director is emerging in world cinema
2,a one liner as well as
2,Just about everyone involved here
4,The Hours represents two of those well spent
2,world events
2,that we have come to a point in society
2,solidity
2,resists the intrusion
2,creed
2,Gong
1,too hard to be mythic
3,rarely stoops to cheap manipulation or corny conventions to do it
2,is amiss in the world
2,a mess from start
2,I 'll put it this way :
3,'s actually watchable
2,big box
3,gives itself the freedom to feel contradictory things .
4,thoroughly enjoyed the love story
4,winning performances and some effecting moments
3,... an adorably whimsical comedy that deserves more than a passing twinkle .
3,creates in Maelstrom a world where the bizarre is credible and the real turns magical .
2,F -RRB-
2,disappears
3,to shake and shiver about in ` The Ring
3,of such a well loved classic
3,the rollicking dark humor
4,is a remarkably original work .
2,that if
1,lacks aspirations of social upheaval
3,a laugh
1,straight-to-video movie
3,meaning in relationships or work
1,it 's a pretty mediocre family film .
2,genre 's
2,now-cliched vampire accent
2,frustrated and detached as Vincent became more and more abhorrent
0,there is no earthly reason other than money why this distinguished actor would stoop so low
2,struggle furiously with their fears and foibles
2,generates
3,a movie that refreshes the mind and spirit along with the body
1,sociopath who 's the scariest of sadists .
2,point-and-shoot
2,Yorker
0,badly made on every level
3,true events
3,emotional comfort
2,due out on video before month 's end
3,The Next Great Thing
3,who knows how to hold the screen
3,hard-won rewards
2,The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.
2,of blood
3,the light comedic work of Zhao Benshan and the delicate ways of Dong Jie
2,Stuart 's
3,ideal outlet
1,it either moderately amusing or just plain irrelevant
1,the discomfort and embarrassment
4,touch you to the core in a film you will never forget -- that you should never forget
2,'d want something a bit more complex than We Were Soldiers to be remembered by
2,reducing
2,The real star of this movie
1,the bad things
1,hell-jaunt
3,warm our hearts
2,leash
2,Spain 's
2,adult hindsight
2,objectivity
4,'s no way you wo n't be talking about the film once you exit the theater .
2,sequence
2,modern alienation
2,that often detract from the athleticism
2,seen on screen
2,bromides and slogans
2,-LRB- excepting Love Hewitt -RRB-
2,Claire
2,smacks of revelation
2,harmless
2,solemnly
3,held my interest precisely because it did n't try to
2,have all but
4,The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film
2,with plenty of baggage
2,say the obvious :
4,a ton of laughs that everyone can enjoy
2,'s Reign of Fire
2,ethical issues
3,subtle
1,The lousy lead performances ... keep the movie from ever reaching the comic heights it obviously desired .
2,of a bunch of strung-together TV episodes
2,director Doug Liman and
2,Begley
2,urban study
1,almost Bergmanesque intensity
1,dumb fart
2,for something that really matters
2,the role of Roger Swanson
3,of good
2,nearly nothing
3,good the execution of a mentally challenged woman could possibly do
1,that made The Full Monty a smashing success ... but neglects to add the magic that made it all work
3,like a docu-drama but builds its multi-character story with a flourish
2,underdog sports team formula redux
2,subversive element
2,gone haywire
1,is as serious as a pink slip .
2,in business and pleasure
2,same old thing
2,search of a better movie experience
2,made in more than a decade
2,espoused
2,shelves
2,Sara Sugarman
3,proves simultaneously harrowing and uplifting
2,#NOM?
3,makes you realize that deep inside righteousness can be found a tough beauty .
2,leaves you feeling like you 've seen a movie instead of an endless trailer
3,a hoot
2,to Das Boot
3,so larger than life
1,obsessive
2,of a better movie experience
0,a personal low for everyone involved
3,winningly
3,An improvement on the feeble examples of big-screen Poke-mania that have preceded it .
2,Chan movie
2,consider what we value in our daily lives
2,other hands
3,various characters express their quirky inner selves
2,tiresome histrionics
1,cliched and
1,should have been sent back to the tailor for some major alterations
2,emptily
2,most positive thing
1,banal bore
4,beautifully animated epic
3,Like a child with an important message to tell
1,strives to be intimate and socially encompassing but fails to do justice to either effort in three hours of screen time
4,Frailty will turn Bill Paxton into an A-list director
2,get there
1,Hollywood has taken quite a nosedive from Alfred Hitchcock 's imaginative flight to Shyamalan 's self-important summer fluff .
2,smiles
1,to drag on for nearly three hours
2,moviemaker 's
0,New ways of describing badness need to be invented to describe exactly how bad it is .
2,guts and crazy beasts stalking men with guns though ...
1,Dense
2,a teen
1,may not have a novel thought in his head
1,fail to crack a smile at
1,the flaws
4,truly wonderful tale
4,the wonderful cinematography and naturalistic acting
3,so that it certainly does n't feel like a film that strays past the two and a half mark
3,washed away by sumptuous ocean visuals and the cinematic stylings of director John Stockwell
2,he took of the family vacation to Stonehenge
1,a film in the tradition of The Graduate quickly switches into something more recyclable than significant
2,step further
2,flood
2,Loyal Order
3,much colorful
2,of America 's indigenous people
3,illuminate
1,needs to overcome gaps in character development and story logic
2,defines
2,the scientific
3,anthropomorphic
2,theater company
2,his music
2,ancient faith
3,about kicking undead \*\*\*
2,is little more
2,the procession of costumes in castles
2,may just
2,psychologizing
2,develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide .
3,small but rewarding comedy
3,wonderfully funny moments
2,just as many
2,I 've been trying to forget
2,motifs
2,fair
3,before Janice comes racing to the rescue in the final reel
3,is credible and remarkably mature
1,a monopoly on mindless action
2,their teen -LRB- or preteen -RRB- kid
2,a bit more
2,nonetheless
2,heretofore unfathomable question
0,Irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free .
3,Festival In Cannes offers rare insight into the structure of relationships .
2,emotions
2,therapy
1,glossy melodrama
2,with ` issues
0,that scalds like acid
1,Crikey
2,a studio-produced film
2,an easy one to review
2,the first to be released in the U.S.
3,manage to keep things interesting
3,there are enough high points to keep this from being a complete waste of time
2,20 years of age
3,a successful career
2,Coarse
2,A macabre and very
1,There is simply not enough of interest onscreen to sustain its seventy-minute running time .
3,interesting in Unfaithful
2,about a modern city
2,framework
2,Fantasma
2,of Jacques Chardonne
2,diciness
2,I have two words to say about Reign of Fire .
1,plays like a student film .
3,thrilled
1,An incredibly narrow in-joke
3,this quality band
2,the characters respond by hitting on each other .
2,in some ways similar to Catherine Breillat 's Fat Girl
2,that offers food for
2,the teens ' deviant behaviour
2,a film that 's being advertised as a comedy
3,adorably
4,are woven together skilfully
2,George Romero
1,in the worst way
3,new friends
2,plainly
2,has to dress up in drag
2,of ways
2,is too often
2,Japanese names
3,conceptual feat
2,its overly comfortable trappings
2,diversion
4,are masterfully controlled .
2,Michael Cacoyannis
3,A worthwhile documentary
1,undernourished
2,chewing
2,All mood and no movie
2,almost in spite of itself
2,few moments
2,over its own investment in conventional arrangements
4,One of the funniest motion pictures of the year
2,fashion a story
3,clever ideas and
2,of who did what to whom and why
2,digital video experiment
1,just how much more grueling and time-consuming
2,the Ya-Ya member
2,they might actually want to watch .
2,Hart 's
1,fulfilling a gross-out quota for an anticipated audience demographic
0,before I see this piece of crap again
2,you almost forget the sheer
2,its kids-in-peril theatrics
3,grandkids
2,construct a real story
2,its first release
2,preaching to the converted
2,the auditorium
1,the delete key
2,Ivan
0,Such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .
3,remain curious about each other against all odds
2,Franc
2,will just
2,stalking men with guns though
0,terrible as the synergistic impulse that created it
4,the magnificent swooping aerial shots
1,If you recognize Zeus -LRB- the dog from Snatch -RRB- it will make you wish you were at home watching that movie instead of in the theater watching this one .
1,suffers from the awkwardness that results from adhering to the messiness of true stories .
2,the marketing department
2,indie trick
4,still emerges as his most vital work since GoodFellas .
3,such a pleasure
1,to compensate for the paper-thin characterizations and facile situations
3,guarantee
2,gratingly
2,with a conscience reason
3,it 's also one of the smartest
2,no rest period
3,human comedy
2,is just the sort for those moviegoers who complain that ` they do n't make movies like they used to anymore
2,90-minute battle sequence
2,would be an understatement
1,cold
2,put pillowcases over their heads
2,Choquart 's
2,has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope .
2,times sublime
1,for the annoying demeanour of its lead character
1,emotional seesawing
2,events that set the plot in motion
2,more often than it does n't
1,that cold-hearted snake Petrovich -LRB- that would be Reno -RRB-
2,to ever spill from a projector 's lens
1,half-baked setups and sluggish pacing
2,just like the woman who inspired it
1,Cal is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes .
0,A frustrating ` tweener ' --
1,Rock 's stand-up magic wanes .
2,its old-fashioned themes
3,the film 's winning tone
2,car
2,For Martin
2,mixed platter
2,definition
2,it 's on slippery footing
2,-LRB- also a producer -RRB-
2,middle age
2,is that sort of thing all over again .
2,Romantic comedy and Dogme 95 filmmaking
2,how difficult it is to win over the two-drink-minimum crowd
3,the minds and hearts of many
3,canny and spiced
3,ambitious films
2,generic as its title
2,and defiant aesthetic
2,to understand her choices
3,chooses his words carefully
2,as conventional
2,Lin
2,would .
3,funny moments
1,in excess layers of hipness
2,gives viewers
1,is n't as sharp or as fresh
3,nonetheless compulsively watchable
1,to review on DVD
1,holding Equilibrium up
2,-- dare I say it twice --
2,Madonna 's -RRB-
2,faster paced family
2,than Georgia asphalt
1,a historic scandal
2,we make
3,at least three films
2,of old ` juvenile delinquent ' paperbacks with titles
2,as boldface
3,an especially well-executed television movie
2,with broken legs
3,as clear and reliable an authority on that
3,worrying about covering all the drama in Frida 's life
3,adventurous
1,the ` true story ' by which All the Queen 's Men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen
4,gives a portrayal as solid and as perfect as his outstanding performance as Bond in Die Another Day .
2,insider
2,examines
2,of a stiff
2,technological exercise
2,roughshod
2,infusion
3,the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .
1,She may not be real
2,the outlandishness
2,I did go back and check out the last 10 minutes
3,The Wild Wild West
3,My Big Fat Greek Wedding '' comes from the heart
2,the face of tempting alternatives
2,A supernatural mystery
3,entertainingly
2,costuming
2,can take us
2,performance as
2,sumptuous but intellectually stultifying
2,as a romantic comedy
2,want to be .
2,pace
1,Leaves viewers out in the cold and undermines some phenomenal performances .
2,#NOM?
2,debut indie feature
2,contrasting
1,still does n't quite know how to fill a frame .
2,the action scenes
2,in his earlier film
4,hugely imaginative and successful casting to its great credit
2,the one hour and
3,endearing
3,a refreshing and comical spin
2,ruffle
3,While Bollywood\/Hollywood will undoubtedly provide its keenest pleasures to those familiar with Bombay musicals
2,the whole thing
3,seems as funny
1,some of the worst dialogue
3,a respectable summer blockbuster
2,other Imax films
1,'ve ever seen that had no obvious directing involved
2,the patience of Job
2,than anything
2,heady
2,as John Carpenter 's original
3,most personal
2,the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness
1,despite the mild hallucinogenic buzz
2,this laboratory
3,spectator
3,-LRB- successful -RRB-
0,does n't even qualify as a spoof of such
1,is repulsive and depressing .
2,Green Tomatoes
1,cloaked in the euphemism ` urban drama
1,another run-of-the-mill Disney sequel
2,bearded lady
2,expect than it is a fairly revealing study of its two main characters -- damaged-goods people whose orbits will inevitably
1,is only so much baked cardboard I need to chew
2,check out
2,larger purpose
2,desperate violinist wife
2,gently
2,in IMAX format
1,do n't have a clue on the park .
2,director D.J. Caruso 's grimy visual veneer and
3,that relies on more than special effects
2,Jones and
3,a rollicking good time
3,most inventive
3,an unusual but pleasantly haunting debut
2,a TV series
2,showcase
2,as Rachel
2,movie equivalent
2,to be the 21st Century 's new `` Conan '' and
0,sneak out of the theater
1,assume the director has pictures of them cavorting in ladies ' underwear
4,very enjoyable
2,interlocked
2,one would hope for the best
2,especially considering its barely
2,of indulging its characters ' striving solipsism
3,charm or texture
2,X
2,the picture making becalmed
3,an interesting and at times captivating take on loss and loneliness .
2,seem self-consciously poetic
3,conniving wit
3,she 's already comfortable enough in her own skin to be proud of her Rubenesque physique
1,the saccharine sentimentality of Bicentennial Man
2,if a bunch of Allied soldiers went undercover as women in a German factory during World War II
2,French filmmaker Karim Dridi
3,will find things to like
3,achieve
2,an old woman
1,melodrama and rough-hewn vanity project
2,had actually done
3,Wilson and Murphy
2,of different ethnicities
2,build up a pressure cooker of horrified awe
2,Watching E.T
2,a heavy-handed moralistic message
2,screen adaptation
1,the dark
2,its somewhat convenient ending
2,ever delivered by a Hollywood studio
2,a few more simply intrusive to the story
2,you observe
1,There 's a reason why halftime is only fifteen minutes long .
1,in narcissism and self-congratulation disguised as a tribute
3,effectively chilling guilty pleasure
2,stature
3,she strikes a potent chemistry with Molina
2,a new threat for the MIB
3,always for the better
2,proceed
4,extraordinary technical accomplishments
2,'s almost worth
2,in ` Life '
2,read about
2,talking about the film once you exit the theater
2,find out
2,take itself so deadly seriously
3,Worth a salute just for trying to be more complex than your average film .
3,that freshly considers arguments the Bard 's immortal plays
3,fairly enjoyable
1,in a one-note performance
3,the full emotional involvement and
1,you were n't invited to the party
1,with Sean Penn 's monotone narration
2,not always fairly
2,inhabit
1,is not one of the movies you 'd want to watch if you only had a week to live
2,it 's The Days Of Our Lives
2,is any real psychological grounding for the teens ' deviant behaviour .
2,paste
3,an adult who 's apparently been forced by his kids to watch too many Barney videos
1,Lazily directed by Charles Stone III ... from a leaden script by Matthew Cirulnick and novelist Thulani Davis .
1,its unintentional parallels might inadvertently evoke memories and emotions which are anything but humorous .
2,you were n't warned
4,that 's pure entertainment
2,Love Story derisions
1,dying and going
1,rude
3,sneering humor
2,likely very
3,quite a vision
0,long and relentlessly saccharine
2,personnel
3,visually compelling one
0,excessively tiresome
4,fresh
4,this film asks the right questions at the right time in the history of our country
2,enhances
3,this quality band may pick up new admirers
1,it 's kinda dumb .
2,game his victims
1,if it were subtler ... or if it had a sense of humor
2,Dr.
2,national events
1,makes the film seem like something to endure instead of enjoy
2,makes them
2,Sabara
2,parable
2,to bust
2,more or less how it plays out
2,bizarre comedy and
2,accuse Kung Pow for misfiring
2,anachronistic quick edits
3,great sympathy and intelligence
2,movie 's
2,of the movie rising above similar fare
1,`` Far From Heaven ''
2,on the life experiences of a particular theatrical family
2,the pop-up comments
2,absolute
2,into dysfunction
2,`` Pokemon ''
2,making a movie
1,it pretends to expose the life of male hustlers
0,An awful snooze .
1,me want to scream
2,little logic or continuity
2,Seldahl and Wollter
1,attempts to wear down possible pupils through repetition
1,good-looking but ultimately pointless political thriller
2,marks a return to form for director Peter Bogdanovich ...
1,lukewarm and quick to pass
3,dips key moments from the film in Waking Life water colors
3,old Monty Python cartoons
2,In Praise of Love '
1,the wayward wooden one end it all by stuffing himself into an electric pencil sharpener
2,managing
2,gain
2,their notorious rise
1,because it aims so low
3,giggles and
2,of what 's going on with young TV actors
1,critical backlash
2,images and effects
2,the classic whale 's
3,some outrageously creative action
3,somewhat insightful
3,Will no doubt delight Plympton 's legion of fans ;
3,is a shrewd and effective film from a director who understands how to create and sustain a mood
2,such a mechanical endeavor -LRB- that
2,the majority of action comedies
2,film noir organized crime story
2,a preachy parable
3,the most accomplished work
2,Made to be Jaglomized
2,underdogs
2,Go Gentle Into That Good Theatre
2,sidesteps them
2,the asylum
3,worthy successor
1,all by stuffing himself into an electric pencil sharpener
2,on people
0,also demonstrate how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were .
1,obnoxious special effects
2,than the incomprehensible Anne Rice novel
1,a little too familiar
3,original story
1,ca n't rescue this effort .
2,less emotionally
2,Hollywood action film
1,is a festival film that would have been better off staying on the festival circuit
2,into required reading
2,few big laughs
3,hedonistic creativity
4,A fascinating case study of flower-power liberation --
1,sexism to Monday Morning that undercuts its charm
3,makes it attractive throughout
4,is charming
3,Less front-loaded
2,tattered and
2,of suffocation
2,our action-and-popcorn obsessed culture
2,comes off as so silly
3,expressively performed
2,normal divisions
2,just follow the books
2,to goose things up
2,that actually tell a story worth caring about
1,can not be acted .
3,those who are drying out from spring break
1,It has its faults
3,It 's dark but has wonderfully funny moments ;
2,to no fewer than five writers
2,all of them
2,Nijinsky says
0,a great movie it is not
1,redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like Leather Warriors and Switchblade Sexpot
2,21st Century
3,sultry
2,snuck under my feet
2,the guilty pleasure B-movie category
2,in a major role
2,absence
2,inexperienced director
2,stars
3,compelling new material
2,movements
2,much better book
1,rejected
2,86 minutes
2,witness
1,fails to make the most out of the intriguing premise .
2,as it cold have been
1,is corny in a way that bespeaks an expiration date passed a long time ago .
2,Leigh 's
3,fluid
2,the labyrinthine ways in which people 's lives cross and change
2,about Narc
2,plays closer to two
1,like a checklist of everything Rob Reiner and his cast
3,vividly and
2,absurdly
2,like one of -LRB- Spears ' -RRB- music videos in content
3,A thunderous ride
1,in `` Unfaithful
2,a feature-length sitcom
3,is best for the stunning star turn by Djeinaba Diop Gai
3,has its heart -LRB- and its palate -RRB- in the right place
2,a heavy dose of father-and-son dynamics
3,the minds and hearts
2,co-writer Ed Decter
2,You 'd think by now
3,the proper conviction
2,looks and plays
1,unentertaining
1,for a quick-buck sequel
2,laughing at them
0,is about as interesting as a recording of conversations at the Wal-Mart checkout line
2,it went in front of the camera
2,marriage
3,there 's a certain style and wit to the dialogue
1,lulled
2,a better lot in life
2,Connoisseurs of Chinese film
2,Warner Bros.
2,to hit
4,inspirational love story
1,contradiction
1,here leaves a lot to be desired
1,unfortunately also
2,of Joseph Heller or Kurt Vonnegut
1,which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant
2,Rouge
2,annals
3,is a winner .
3,fun-seeking summer audiences
2,You 'd think by now America would have had enough of plucky British eccentrics with hearts of gold .
2,throws one
3,spare dialogue and
4,the year 's best
2,do n't eat enough during the film .
2,are given here
2,the cornpone
3,shows all the signs of rich detail condensed into a few evocative images and striking character traits .
3,in recompense : A few early laughs scattered around a plot
2,era justice
4,and unforgettable characters
1,dialogue and murky cinematography
2,the tone and pacing
2,only 10 minutes
1,missed the boat
1,lacks both a purpose and a strong pulse
2,Eight Legged Freaks
0,to foul up a screen adaptation of Oscar Wilde 's classic satire
2,moments of spontaneous intimacy
1,scorchingly plotted dramatic scenario
3,from one arresting image to another
2,The only surprise is that heavyweights Joel Silver and Robert Zemeckis agreed to produce this ;
3,give a second look if we passed them on the street
2,'re not totally weirded - out by the notion of cinema
2,kittenish
4,An enjoyable comedy
2,sets this romantic comedy
2,the key
3,Family togetherness
2,as its title
1,of the plot -LRB- other than its one good idea -RRB- and the movie 's inescapable air of sleaziness
3,a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .
4,the extraordinary technical accomplishments
2,of the price of a ticket
1,of Cuban leader Fidel Castro
2,in your entertainment choices
1,you get back to your car in the parking lot
2,come to expect
2,an opera movie
3,the great minds
1,its music or
2,a teenage boy in love
1,goes on for too long and bogs down in a surfeit of characters and unnecessary subplots .
3,have been a sketch on Saturday Night Live
4,Another Best of the Year selection .
2,are few
2,this slapstick comedy
1,uncertain
2,picture since 3000 Miles to Graceland
3,that recalls the classics of early Italian neorealism
1,Works better in the conception than it does in the execution
2,one of our most conservative and hidebound movie-making traditions
2,crosses sexual identity
2,deadpan comedy and heartbreaking
2,that rings
2,as much resemblance
1,guts and
3,a realistic atmosphere that involves us in the unfolding crisis
2,morose
2,fiction movie
1,gave me no reason to care
1,... Pray does n't have a passion for the material .
2,rooms
2,at the top of their lungs no matter what the situation
1,easily skippable
4,A naturally funny film
2,of the first production -- pro or con --
3,to show us a good time
1,card being the dreary mid-section of the film
2,more cerebral
2,a story and a script
2,resources
1,of emotional desperation
1,would have tactfully pretended not to see it and left it lying there
2,Highlander and Lolita
2,political issues
4,wonderful tale
2,sex comedy
2,tie-in
2,its characters '
2,Genevieve LePlouff
2,The film 's unhurried pace
4,its extraordinary intelligence and originality
3,an original and highly cerebral examination
2,A dreary indulgence .
1,... Margarita feels like a hazy high that takes too long to shake .
2,director Gerardo Vera
2,remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny
1,'s a 100-year old mystery that is constantly being interrupted by Elizabeth Hurley in a bathing suit .
3,It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time
1,dark places
1,to the abysmal Hannibal
2,'s touching and tender
2,the messages
2,any noir villain
4,address his own World War II experience in his signature style
2,contrived plotting
3,a suspenseful horror movie
3,sensitive and
2,to men
2,honks
1,again ego does n't always go hand in hand with talent
2,find her way
2,watch as an exploratory medical procedure or an autopsy
2,the assassination of John F. Kennedy
2,America and Israel
2,-- and only --
3,go the distance
2,With each of her three protagonists
2,soured
1,by someone who obviously knows nothing about crime
1,88 minutes of exaggerated action
2,pretty linear
1,to duck the very issues it raises
1,which means he can be forgiven for frequently pandering to fans of the gross-out comedy
2,Chalk it up as the worst kind of hubristic folly
2,a movie like Ballistic : Ecks Vs. Sever
3,she 's pretty
1,It 's got some pretentious eye-rolling moments and
2,vaudeville partners
1,I do n't think that A.C. will help this movie one bit
2,justice
3,as a classic movie franchise
3,compelling historical tale
1,low-rent -- and even lower-wit --
4,visually dazzling
2,seductiveness
2,paraphrase
1,Cranky
2,the synergistic impulse
2,'' was funnier
2,action-movie
2,of China in recent years
3,is also elevated by it -- the kind of movie that you enjoy more because you 're one of the lucky few who sought it out
2,coheres
2,nature\/nurture argument
2,an unfocused screenplay
2,every sense of believability
2,of Woody Allen
1,is a dim-witted pairing of teen-speak and animal gibberish .
3,that should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience
4,strong cast and surehanded direction
1,hollow
1,much to our dismay
2,to jell
2,Jelinek
1,sad
2,whether it wants to be a gangster flick or an art film
0,it were that grand a failure
3,poetic force
2,in purely abstract terms
2,The Grey Zone
2,West Bank
2,seem
2,motions
3,is also beautifully acted
1,amateurishly
2,in the Time of Money
2,heavy
2,10-year delay
2,says `
2,telanovela
3,inspire
2,conundrum
2,when you 've seen the remake first
2,who he is or
2,A sharp satire of desperation and cinematic deception
2,expect of De Palma
2,anyone in his right mind
2,about the film -- with the possible exception of Elizabeth Hurley 's breasts --
2,self-satisfaction
4,a relaxed Firth displays impeccable comic skill
0,the first half of Sorority Boys is as appalling as any ` comedy ' to ever spill from a projector 's lens
2,pseudo-rock-video
3,would gobble in Dolby Digital stereo
2,#NOM?
2,directed by Joel Zwick
2,even analytical approach
2,masquerade ball
2,across as
2,of Shakespeare 's Macbeth
0,reveals how bad an actress she is
3,has directed not only one of the best gay love stories ever made
2,of gay audiences
2,in almost every frame
4,high-adrenaline documentary
3,the highest power
2,duly
1,make Trouble
4,an exhilarating new interpretation in Morvern Callar
2,from cheesy
3,will talk about for hours
2,A prolonged extrusion
3,to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense
3,the mystery of four decades back the springboard for a more immediate mystery in the present
2,Eastwood 's Dirty Harry period
2,' variety
1,transparently hypocritical work
1,is hardly perfect
3,successes
2,pedestrian spin
4,Frequent flurries of creative belly laughs and genuinely enthusiastic performances
4,Antwone Fisher manages the dubious feat of turning one man 's triumph of will into everyman 's romance comedy .
1,condescending stereotypes
1,A rude black comedy about the catalytic effect a holy fool
2,Lux
2,Craig Bartlett and director Tuck Tucker
1,spooks
0,surrounded by 86 minutes of overly-familiar and poorly-constructed comedy .
1,vaguely silly overkill
2,meant to make you think about existential suffering
1,The movie weighs no more than a glass of flat champagne .
0,have to put up with 146 minutes of it
3,'s stuff
2,sequel opening
2,one thing abundantly clear
2,Blaxploitation films
2,the nearly impossible
3,interesting enough
2,a reason to want to put for that effort
4,so hilarious
1,shaking your head
3,summer blockbuster
0,the worst sin of attributable to a movie like this
2,explore more
2,scenes and
